Id,SalePrice
1624,213590.09375
1625,127109.53125
1626,162352.953125
1627,184912.9375
1628,277645.78125
1629,174009.875
1630,370966.8125
1631,213263.453125
1632,244764.125
1633,163665.203125
1634,178231.15625
1635,174409.703125
1636,156929.65625
1637,190090.546875
1638,197369.28125
1639,181181.6875
1640,258498.640625
1641,178492.734375
1642,231320.03125
1643,223587.109375
1644,222030.890625
1645,191794.859375
1646,154862.390625
1647,157539.984375
1648,135075.328125
1649,136790.484375
1650,116350.890625
1651,123481.46875
1652,95943.0
1653,97817.109375
1654,146753.0
1655,147534.578125
1656,141542.84375
1657,146890.921875
1658,139885.28125
1659,131758.8125
1660,149694.625
1661,461071.40625
1662,353385.78125
1663,367139.3125
1664,447828.96875
1665,318404.59375
1666,338925.625
1667,383692.15625
1668,337069.40625
1669,303670.125
1670,337480.9375
1671,266432.5
1672,528136.1875
1673,302192.21875
1674,250398.75
1675,189381.421875
1676,193009.859375
1677,215526.578125
1678,464065.90625
1679,435373.21875
1680,307055.375
1681,269776.5
1682,300442.4375
1683,181167.75
1684,173528.734375
1685,174280.515625
1686,173876.03125
1687,165820.671875
1688,184620.796875
1689,185037.078125
1690,183577.09375
1691,178027.640625
1692,261324.625
1693,163064.109375
1694,179225.671875
1695,166854.953125
1696,283158.34375
1697,170788.03125
1698,353495.5
1699,310442.46875
1700,249750.859375
1701,264773.5
1702,248577.5625
1703,245770.46875
1704,294997.5
1705,224960.84375
1706,474720.75
1707,227105.25
1708,209488.28125
1709,282322.90625
1710,212185.203125
1711,262306.875
1712,238428.921875
1713,281987.09375
1714,223258.96875
1715,201173.015625
1716,189506.125
1717,171910.109375
1718,139356.9375
1719,201823.890625
1720,237343.859375
1721,169959.6875
1722,121056.1796875
1723,156587.6875
1724,212445.046875
1725,234255.484375
1726,190262.9375
1727,161844.671875
1728,176364.921875
1729,169303.53125
1730,164767.5625
1731,122522.328125
1732,133699.453125
1733,124112.5859375
1734,124542.9375
1735,131955.25
1736,118589.9140625
1737,334006.28125
1738,214962.21875
1739,277731.71875
1740,218743.59375
1741,183486.25
1742,169517.359375
1743,171026.109375
1744,310766.75
1745,231764.125
1746,201306.015625
1747,212538.625
1748,243053.40625
1749,154423.109375
1750,132140.015625
1751,237319.8125
1752,123823.0078125
1753,145314.484375
1754,189968.21875
1755,167552.078125
1756,124010.0546875
1757,123498.0625
1758,146062.046875
1759,167278.796875
1760,168181.265625
1761,141577.046875
1762,182028.125
1763,176595.078125
1764,115870.109375
1765,166229.4375
1766,181879.234375
1767,220226.90625
1768,151148.140625
1769,173574.703125
1770,152622.265625
1771,128637.828125
1772,134115.015625
1773,125188.5078125
1774,128861.8046875
1775,136964.46875
1776,118317.078125
1777,118839.8515625
1778,138818.734375
1779,117549.90625
1780,173173.953125
1781,133115.640625
1782,95712.578125
1783,141989.046875
1784,99457.6953125
1785,115189.9140625
1786,156690.28125
1787,167886.171875
1788,56624.25
1789,98086.75
1790,83986.3828125
1791,189098.640625
1792,159184.859375
1793,141986.625
1794,147454.65625
1795,143045.28125
1796,127305.140625
1797,114854.4140625
1798,121920.46875
1799,119870.234375
1800,145456.71875
1801,120126.3828125
1802,138669.34375
1803,155762.75
1804,146419.65625
1805,139461.046875
1806,117075.296875
1807,122604.8359375
1808,125676.3125
1809,121916.828125
1810,148065.984375
1811,95533.703125
1812,97301.3671875
1813,121873.921875
1814,97318.0078125
1815,56951.6640625
1816,97201.03125
1817,114973.640625
1818,141889.40625
1819,129728.1328125
1820,62244.55859375
1821,113852.078125
1822,147767.953125
1823,37434.21484375
1824,143188.3125
1825,141159.296875
1826,98794.09375
1827,98833.6640625
1828,143936.984375
1829,102006.34375
1830,141706.828125
1831,157614.140625
1832,93794.3046875
1833,143604.921875
1834,114802.578125
1835,139422.03125
1836,123193.9453125
1837,96876.5703125
1838,121227.6015625
1839,88912.1796875
1840,160413.3125
1841,143842.03125
1842,89416.09375
1843,137224.859375
1844,132778.203125
1845,145929.5625
1846,157407.703125
1847,169258.640625
1848,54615.37890625
1849,108409.921875
1850,121474.6875
1851,154524.703125
1852,134215.3125
1853,137825.0
1854,171053.375
1855,141323.5
1856,223170.984375
1857,170704.671875
1858,131637.328125
1859,116986.3046875
1860,154595.109375
1861,116986.3046875
1862,304627.875
1863,300863.84375
1864,300863.84375
1865,325591.03125
1866,338939.6875
1867,231259.46875
1868,312053.28125
1869,201579.421875
1870,240875.21875
1871,244448.46875
1872,176434.75
1873,241847.640625
1874,140973.421875
1875,204499.0625
1876,194374.546875
1877,209681.09375
1878,208287.265625
1879,135168.5625
1880,135086.109375
1881,235125.890625
1882,254405.84375
1883,194764.234375
1884,207730.671875
1885,254109.15625
1886,304243.1875
1887,212678.359375
1888,279010.28125
1889,167674.15625
1890,127797.4609375
1891,142743.859375
1892,103720.5
1893,137960.390625
1894,121895.21875
1895,135015.984375
1896,121341.921875
1897,112796.1796875
1898,111309.46875
1899,159438.0625
1900,139335.609375
1901,166062.71875
1902,132021.703125
1903,208445.515625
1904,140159.671875
1905,188608.140625
1906,178411.859375
1907,202873.984375
1908,113014.5
1909,135990.859375
1910,122574.9921875
1911,217965.984375
1912,290101.9375
1913,170255.28125
1914,57945.56640625
1915,327021.0
1916,70373.7421875
1917,255246.5625
1918,137758.046875
1919,163329.265625
1920,163484.484375
1921,403846.40625
1922,331887.375
1923,221870.328125
1924,214408.171875
1925,210899.171875
1926,384426.0
1927,133899.078125
1928,157183.609375
1929,125784.6640625
1930,134315.109375
1931,148388.328125
1932,139478.078125
1933,175878.109375
1934,180571.359375
1935,175746.546875
1936,185911.015625
1937,175993.03125
1938,178620.546875
1939,242062.109375
1940,186050.40625
1941,175596.703125
1942,188144.734375
1943,209017.171875
1944,339280.0625
1945,401049.59375
1946,145635.34375
1947,324103.59375
1948,174805.46875
1949,255175.8125
1950,172268.875
1951,268356.21875
1952,231290.0
1953,163709.546875
1954,185663.890625
1955,135221.53125
1956,301951.125
1957,153906.984375
1958,312812.53125
1959,127458.21875
1960,115033.609375
1961,120158.78125
1962,95789.859375
1963,101554.4921875
1964,105891.859375
1965,143912.859375
1966,150253.234375
1967,296369.0625
1968,472079.53125
1969,394011.34375
1970,489024.78125
1971,443502.875
1972,367146.40625
1973,252975.875
1974,313377.28125
1975,481693.1875
1976,273557.78125
1977,371604.5
1978,368526.96875
1979,332357.09375
1980,196237.953125
1981,343072.59375
1982,240079.625
1983,206377.5
1984,168051.40625
1985,221147.546875
1986,218538.625
1987,174431.28125
1988,173900.46875
1989,184546.421875
1990,219231.640625
1991,233795.546875
1992,209676.0625
1993,173557.21875
1994,235391.15625
1995,181971.125
1996,233685.125
1997,325343.8125
1998,361846.75
1999,255700.28125
2000,321504.1875
2001,263350.65625
2002,244735.953125
2003,255738.40625
2004,261568.28125
2005,219500.6875
2006,222383.1875
2007,247436.140625
2008,208911.859375
2009,192659.15625
2010,191862.890625
2011,142347.75
2012,182089.9375
2013,185965.921875
2014,184332.390625
2015,198930.453125
2016,191615.640625
2017,200183.640625
2018,128212.109375
2019,136130.390625
2020,111914.171875
2021,112046.375
2022,182405.125
2023,136523.203125
2024,245753.625
2025,348415.84375
2026,180967.71875
2027,162646.171875
2028,149192.21875
2029,174073.8125
2030,286087.875
2031,243419.234375
2032,273896.125
2033,267347.53125
2034,162534.125
2035,210675.53125
2036,186742.484375
2037,193401.765625
2038,297895.96875
2039,213499.5
2040,350559.3125
2041,286873.3125
2042,200929.34375
2043,171668.484375
2044,167804.65625
2045,222980.296875
2046,133726.171875
2047,146674.46875
2048,138012.890625
2049,134204.59375
2050,181126.515625
2051,115249.171875
2052,132376.671875
2053,148285.78125
2054,89180.875
2055,173584.578125
2056,129562.7421875
2057,118139.0234375
2058,233927.390625
2059,134982.515625
2060,171768.78125
2061,175011.96875
2062,136985.203125
2063,114454.0546875
2064,140295.671875
2065,117325.2890625
2066,175346.984375
2067,124521.078125
2068,130901.1328125
2069,85821.28125
2070,112770.8359375
2071,98609.984375
2072,109222.90625
2073,138187.78125
2074,184713.53125
2075,147083.0625
2076,116401.78125
2077,151223.6875
2078,129703.5078125
2079,140287.859375
2080,123623.28125
2081,121609.6796875
2082,126537.5625
2083,142781.28125
2084,109315.71875
2085,124845.390625
2086,118010.2265625
2087,118719.0625
2088,101289.6484375
2089,79642.796875
2090,124827.1171875
2091,119706.0
2092,127838.4296875
2093,136329.203125
2094,125171.09375
2095,141353.8125
2096,76986.828125
2097,95926.453125
2098,135576.859375
2099,65817.9296875
2100,110459.4140625
2101,126456.7578125
2102,126792.3125
2103,105784.765625
2104,123885.515625
2105,122666.40625
2106,69171.6484375
2107,207112.15625
2108,118338.890625
2109,113280.6328125
2110,136011.546875
2111,143099.09375
2112,140220.9375
2113,119356.453125
2114,107041.5859375
2115,149689.171875
2116,117011.171875
2117,144538.34375
2118,122234.6640625
2119,104873.890625
2120,114705.21875
2121,100206.609375
2122,110305.7265625
2123,83107.15625
2124,170259.46875
2125,134887.765625
2126,160769.765625
2127,149938.640625
2128,121573.984375
2129,109272.875
2130,127530.5234375
2131,152521.328125
2132,122990.578125
2133,127008.7890625
2134,120767.3984375
2135,101919.234375
2136,76284.453125
2137,115963.6328125
2138,130116.71875
2139,155311.203125
2140,136764.4375
2141,141094.140625
2142,130402.4765625
2143,141155.359375
2144,116130.046875
2145,136261.34375
2146,158589.328125
2147,148110.65625
2148,134025.046875
2149,146344.328125
2150,222472.8125
2151,117015.6171875
2152,187748.515625
2153,168120.296875
2154,100168.75
2155,134012.078125
2156,260972.25
2157,237692.453125
2158,240213.65625
2159,210495.296875
2160,173152.75
2161,238640.84375
2162,423325.78125
2163,357177.65625
2164,250500.03125
2165,181105.125
2166,145798.296875
2167,210849.140625
2168,206071.953125
2169,189076.875
2170,220848.953125
2171,146214.15625
2172,141683.703125
2173,155807.78125
2174,226427.46875
2175,303669.75
2176,322033.21875
2177,240302.125
2178,207785.984375
2179,140770.71875
2180,240829.359375
2181,190611.625
2182,220922.859375
2183,186634.984375
2184,134200.640625
2185,112956.140625
2186,141464.375
2187,151567.453125
2188,152142.96875
2189,244704.0
2190,81169.75
2191,82881.703125
2192,92000.453125
2193,103799.59375
2194,106850.7421875
2195,113539.609375
2196,104473.3203125
2197,114168.125
2198,156620.71875
2199,171240.546875
2200,139770.46875
2201,144530.78125
2202,194783.09375
2203,137903.671875
2204,205356.984375
2205,117011.25
2206,137339.515625
2207,208897.1875
2208,246809.625
2209,207009.59375
2210,121544.890625
2211,109479.6171875
2212,114845.6484375
2213,100735.5078125
2214,135321.125
2215,98069.40625
2216,149990.796875
2217,78633.25
2218,85004.9921875
2219,67402.5
2220,72816.34375
2221,325142.4375
2222,274052.90625
2223,287174.34375
2224,218532.296875
2225,124957.3671875
2226,187401.0625
2227,199091.0
2228,279066.59375
2229,240499.859375
2230,156065.828125
2231,210412.28125
2232,172872.875
2233,184946.671875
2234,251192.25
2235,228047.84375
2236,262754.34375
2237,361101.90625
2238,211576.0625
2239,113353.8046875
2240,165314.65625
2241,166655.765625
2242,132675.59375
2243,125014.5
2244,109084.2734375
2245,106476.7578125
2246,149262.0
2247,112254.1875
2248,127062.6875
2249,126608.7421875
2250,135648.28125
2251,129293.0546875
2252,174879.25
2253,159086.09375
2254,173595.875
2255,185221.25
2256,183580.703125
2257,204330.28125
2258,169283.375
2259,176500.328125
2260,165995.21875
2261,184540.34375
2262,211628.65625
2263,342177.78125
2264,421452.40625
2265,181756.328125
2266,314310.125
2267,375116.125
2268,368565.90625
2269,144614.4375
2270,182394.421875
2271,243998.890625
2272,193879.59375
2273,162503.640625
2274,171913.9375
2275,161342.1875
2276,182145.453125
2277,183842.953125
2278,147912.453125
2279,124053.3125
2280,122538.0546875
2281,176700.578125
2282,182318.734375
2283,100201.03125
2284,106571.390625
2285,150435.8125
2286,126840.5625
2287,350633.90625
2288,262968.96875
2289,379323.75
2290,411273.4375
2291,339345.71875
2292,439224.375
2293,443538.34375
2294,404494.84375
2295,464352.8125
2296,284868.6875
2297,312980.8125
2298,336860.8125
2299,441441.90625
2300,323629.03125
2301,299029.6875
2302,236759.34375
2303,242660.0625
2304,235239.125
2305,188406.78125
2306,187611.9375
2307,194434.1875
2308,220584.453125
2309,284557.6875
2310,209795.515625
2311,192408.5
2312,173879.03125
2313,170620.78125
2314,180898.171875
2315,175001.15625
2316,208297.796875
2317,190271.546875
2318,173335.96875
2319,173643.0
2320,191678.75
2321,251834.59375
2322,173174.0
2323,178169.984375
2324,175809.171875
2325,210296.4375
2326,166874.953125
2327,214279.0625
2328,227699.5625
2329,181407.265625
2330,176157.28125
2331,369710.71875
2332,405640.5625
2333,305438.8125
2334,267080.15625
2335,252888.890625
2336,321178.90625
2337,201739.171875
2338,277163.9375
2339,221338.6875
2340,379578.28125
2341,209220.296875
2342,235578.515625
2343,221518.828125
2344,233346.125
2345,236381.84375
2346,213391.25
2347,203374.515625
2348,228757.328125
2349,179363.046875
2350,295725.6875
2351,246438.578125
2352,241532.984375
2353,260874.484375
2354,134930.109375
2355,143122.84375
2356,149219.40625
2357,199495.671875
2358,200859.203125
2359,120409.5390625
2360,119288.9296875
2361,142729.0625
2362,277981.90625
2363,139351.875
2364,171382.4375
2365,229900.390625
2366,193457.390625
2367,231322.90625
2368,209793.328125
2369,215655.984375
2370,167049.03125
2371,173510.03125
2372,186552.21875
2373,255506.75
2374,296529.9375
2375,252774.953125
2376,283132.03125
2377,387557.84375
2378,147476.703125
2379,194575.265625
2380,145454.546875
2381,158975.375
2382,193904.53125
2383,204974.6875
2384,249516.828125
2385,159090.875
2386,138450.203125
2387,142113.765625
2388,97322.015625
2389,122077.4921875
2390,137450.78125
2391,138609.046875
2392,118131.7421875
2393,162243.609375
2394,144269.1875
2395,211054.234375
2396,149851.875
2397,233756.0
2398,135090.40625
2399,54876.37890625
2400,61216.97265625
2401,116699.96875
2402,144129.25
2403,126301.5859375
2404,148635.265625
2405,162847.375
2406,139198.921875
2407,129218.859375
2408,138583.109375
2409,124224.4375
2410,167806.828125
2411,122269.828125
2412,161218.328125
2413,131309.578125
2414,138258.78125
2415,128946.03125
2416,131164.1875
2417,135997.46875
2418,130098.1171875
2419,128734.78125
2420,128683.046875
2421,145737.90625
2422,119182.734375
2423,116521.0
2424,154195.578125
2425,238111.734375
2426,135640.015625
2427,138584.984375
2428,172079.546875
2429,123130.3984375
2430,132716.171875
2431,112038.03125
2432,139274.71875
2433,148041.828125
2434,138143.53125
2435,147788.296875
2436,111986.234375
2437,111849.1171875
2438,126006.2265625
2439,114772.375
2440,119842.9609375
2441,100338.765625
2442,102175.53125
2443,117176.7421875
2444,129548.0625
2445,78763.046875
2446,128188.1640625
2447,196016.609375
2448,130882.0390625
2449,112583.2265625
2450,151732.453125
2451,126672.9140625
2452,206963.21875
2453,97125.3515625
2454,130475.9375
2455,116477.8359375
2456,127770.75
2457,130161.0546875
2458,110521.109375
2459,108732.8984375
2460,134468.09375
2461,118325.59375
2462,137173.640625
2463,127445.28125
2464,169074.828125
2465,148181.375
2466,116234.7734375
2467,137866.1875
2468,81924.1171875
2469,72820.25
2470,195773.5625
2471,198810.734375
2472,162717.828125
2473,121339.90625
2474,87818.7421875
2475,219668.4375
2476,113057.203125
2477,129879.0546875
2478,153776.90625
2479,111526.0
2480,143756.328125
2481,116758.421875
2482,134564.09375
2483,115546.296875
2484,122347.734375
2485,127457.1171875
2486,159940.296875
2487,196845.28125
2488,139810.8125
2489,150088.265625
2490,149238.8125
2491,90165.3671875
2492,175705.125
2493,152441.03125
2494,157284.234375
2495,87371.59375
2496,241125.390625
2497,149322.84375
2498,105727.3203125
2499,81976.171875
2500,129135.015625
2501,138026.75
2502,141437.9375
2503,102105.5625
2504,190905.078125
2505,229965.75
2506,249427.59375
2507,290938.53125
2508,246497.71875
2509,221761.859375
2510,222914.03125
2511,181374.921875
2512,209945.671875
2513,215336.28125
2514,236230.984375
2515,147820.296875
2516,174965.140625
2517,140049.046875
2518,149830.890625
2519,226161.640625
2520,207620.90625
2521,191083.734375
2522,224090.421875
2523,124575.4765625
2524,143254.25
2525,147680.046875
2526,136542.984375
2527,109599.953125
2528,130956.0
2529,130989.2265625
2530,118785.171875
2531,247206.953125
2532,224036.609375
2533,192970.734375
2534,228880.21875
2535,315791.8125
2536,226996.640625
2537,239368.15625
2538,179392.625
2539,185689.3125
2540,177743.234375
2541,179556.578125
2542,159250.296875
2543,133515.0
2544,123394.046875
2545,132226.609375
2546,129972.390625
2547,139938.28125
2548,146574.453125
2549,163806.921875
2550,302122.125
2551,138039.609375
2552,127883.59375
2553,76777.96875
2554,112361.6328125
2555,122860.4296875
2556,108571.4765625
2557,110165.0625
2558,148168.625
2559,125067.1328125
2560,145348.328125
2561,140633.453125
2562,135001.515625
2563,148628.984375
2564,189819.46875
2565,127811.171875
2566,170121.1875
2567,135911.453125
2568,195041.5625
2569,191492.046875
2570,119075.5234375
2571,177967.3125
2572,161076.53125
2573,224754.1875
2574,262187.125
2575,131663.484375
2576,121892.5859375
2577,181985.71875
2578,86713.265625
2579,76258.0859375
2580,125079.328125
2581,133231.59375
2582,109607.390625
2583,277150.1875
2584,167433.96875
2585,196295.734375
2586,204431.6875
2587,194617.484375
2588,148717.328125
2589,149735.09375
2590,221871.46875
2591,236502.359375
2592,212270.09375
2593,242425.21875
2594,169621.84375
2595,201949.375
2596,323379.3125
2597,186279.546875
2598,272224.5
2599,318667.28125
2600,171063.984375
2601,144164.296875
2602,77998.734375
2603,101200.765625
2604,87864.0078125
2605,76039.171875
2606,145519.875
2607,193473.859375
2608,212632.71875
2609,160512.953125
2610,108623.5078125
2611,133008.125
2612,149665.328125
2613,130387.5234375
2614,130058.1953125
2615,152667.65625
2616,143278.109375
2617,170122.671875
2618,195511.671875
2619,195480.8125
2620,182814.484375
2621,179955.875
2622,189643.96875
2623,232244.4375
2624,287019.21875
2625,321104.875
2626,170541.265625
2627,171895.65625
2628,453803.34375
2629,568425.125
2630,376876.5
2631,452673.96875
2632,478823.65625
2633,304306.5
2634,396749.6875
2635,153221.578125
2636,172927.765625
2637,168915.5
2638,257911.5625
2639,191950.25
2640,153663.015625
2641,104849.4609375
2642,201832.890625
2643,105353.953125
2644,126643.5234375
2645,100917.4609375
2646,94894.6640625
2647,97402.4609375
2648,145666.28125
2649,146738.484375
2650,148417.375
2651,141253.375
2652,437150.90625
2653,236328.5625
2654,263389.4375
2655,362834.5
2656,332311.46875
2657,337073.5
2658,287236.1875
2659,299187.34375
2660,361632.34375
2661,310547.71875
2662,333640.1875
2663,275744.90625
2664,282681.125
2665,326746.40625
2666,291990.78125
2667,170867.484375
2668,175757.859375
2669,178543.296875
2670,275511.78125
2671,181154.40625
2672,187006.71875
2673,207844.0
2674,196253.96875
2675,168799.828125
2676,184543.671875
2677,194518.90625
2678,255160.390625
2679,279698.375
2680,270678.84375
2681,402249.96875
2682,338208.03125
2683,524423.75
2684,318451.6875
2685,344296.78125
2686,252144.390625
2687,343266.71875
2688,219892.234375
2689,204630.234375
2690,459060.125
2691,192749.734375
2692,135351.171875
2693,191839.71875
2694,130289.3828125
2695,186731.046875
2696,180098.53125
2697,191444.375
2698,194556.953125
2699,174203.328125
2700,160919.546875
2701,159512.25
2702,112031.8203125
2703,125477.9921875
2704,136191.859375
2705,124379.328125
2706,121461.0546875
2707,129859.609375
2708,135224.34375
2709,106528.2109375
2710,125528.3046875
2711,286029.375
2712,378921.4375
2713,169055.421875
2714,155084.890625
2715,167430.828125
2716,147613.71875
2717,188750.5625
2718,226031.40625
2719,162112.21875
2720,169799.796875
2721,137780.078125
2722,158288.78125
2723,143247.609375
2724,127552.140625
2725,134742.609375
2726,144937.6875
2727,182937.109375
2728,169114.390625
2729,151282.828125
2730,142261.0
2731,125708.671875
2732,125260.109375
2733,158781.03125
2734,140993.859375
2735,134637.59375
2736,144850.203125
2737,128836.375
2738,128461.6953125
2739,161098.734375
2740,140197.046875
2741,161083.15625
2742,153706.734375
2743,155000.359375
2744,154753.625
2745,135676.171875
2746,136969.203125
2747,155720.125
2748,121701.640625
2749,126602.578125
2750,136295.765625
2751,138446.109375
2752,198920.5
2753,142244.375
2754,203569.90625
2755,133964.125
2756,98355.3828125
2757,71474.34375
2758,87308.828125
2759,164354.875
2760,129882.7578125
2761,146580.3125
2762,147267.78125
2763,184814.96875
2764,153389.28125
2765,263938.21875
2766,135589.8125
2767,85987.65625
2768,127971.1796875
2769,129366.921875
2770,148645.046875
2771,119982.9765625
2772,117551.7109375
2773,167506.421875
2774,133109.03125
2775,129929.2265625
2776,131641.328125
2777,140623.828125
2778,103594.328125
2779,142474.5625
2780,98271.171875
2781,93775.8515625
2782,95174.296875
2783,113163.1015625
2784,126355.4375
2785,136965.71875
2786,77606.9765625
2787,120079.390625
2788,75411.4140625
2789,180155.140625
2790,94216.109375
2791,115333.7578125
2792,57489.03125
2793,174638.359375
2794,103848.046875
2795,123991.4375
2796,102743.09375
2797,198207.546875
2798,116277.4765625
2799,115266.578125
2800,59301.51953125
2801,107130.5546875
2802,130228.609375
2803,160154.3125
2804,137614.390625
2805,89118.78125
2806,78021.5703125
2807,160775.109375
2808,152432.640625
2809,138471.125
2810,135475.5
2811,152606.09375
2812,150230.96875
2813,144844.265625
2814,144157.859375
2815,103844.4921875
2816,237999.15625
2817,143941.09375
2818,130459.4921875
2819,159949.421875
2820,135218.171875
2821,104599.15625
2822,206086.125
2823,292411.21875
2824,172522.609375
2825,148650.53125
2826,126359.2109375
2827,133788.546875
2828,227732.234375
2829,200435.546875
2830,230984.25
2831,179750.109375
2832,248557.5625
2833,301462.65625
2834,206876.9375
2835,213854.21875
2836,189456.171875
2837,150121.78125
2838,142300.015625
2839,174354.546875
2840,198580.28125
2841,206928.171875
2842,216926.765625
2843,139683.34375
2844,162659.640625
2845,121467.4140625
2846,213216.140625
2847,202466.984375
2848,226647.578125
2849,206495.9375
2850,285028.6875
2851,242601.375
2852,236086.140625
2853,234145.53125
2854,140332.65625
2855,196165.5625
2856,200868.1875
2857,188086.96875
2858,194507.765625
2859,124513.84375
2860,125370.375
2861,122756.6171875
2862,191839.71875
2863,127289.1953125
2864,245359.796875
2865,142995.515625
2866,136187.578125
2867,93052.2421875
2868,111026.109375
2869,110751.6796875
2870,121147.2109375
2871,84109.890625
2872,52919.07421875
2873,89661.5078125
2874,150926.125
2875,111816.65625
2876,151175.3125
2877,135432.984375
2878,175497.921875
2879,137859.6875
2880,94093.1640625
2881,154709.234375
2882,170165.828125
2883,190004.625
2884,192932.109375
2885,196888.53125
2886,228292.9375
2887,96042.6171875
2888,129699.03125
2889,52370.1015625
2890,85529.34375
2891,130758.4296875
2892,46533.3046875
2893,95851.296875
2894,57283.0
2895,329756.15625
2896,283450.96875
2897,220846.96875
2898,145282.609375
2899,224011.59375
2900,159252.984375
2901,213637.734375
2902,188802.078125
2903,351377.875
2904,379721.5
2905,97848.1171875
2906,210988.9375
2907,113879.1875
2908,130725.3203125
2909,133694.6875
2910,83042.421875
2911,79273.2578125
2912,152796.5625
2913,82350.8046875
2914,78432.90625
2915,85645.1796875
2916,80192.375
2917,169428.640625
2918,114481.8828125
2919,230221.515625
